AlgaeGroup,OrganismCode,FinalID,AlgaeList,Habit,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,Phylum,Class,Order,Family,Genus
Diatom,874426101,Discostella,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
SoftAlgae,874971271,Staurastrum avicula,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
SoftAlgae,875032872,Phormidium cf retzii,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
Diatom,877259794,Adlafia suchlandtii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Adlafia
SoftAlgae,879611484,Zygnema sp 3,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema
Diatom,880938600,Nitzschia sp 1 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,881639001,Gomphosphenia sp 101 SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Gomphosphenia
Diatom,882147127,Luticola mutica,Diatom_2012,BN,NA,NA,NA,NA,high,NA,MM,NAHON,DO_100,BF,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola
Diatom,882307933,Nitzschia amphibioides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,882662545,Cymbopleura cuspidata,Diatom_2012,BN,NA,NA,NA,NA,NA,low,NM,NA,NA,FB,OS,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Diatom,883280147,Gomphonema sp 200 SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,884180355,Chroococcus minor,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
SoftAlgae,884524884,Cyanobium cf diatomicola,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium
Diatom,886525695,Navicula pseudolanceolata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,888059625,Bacillariophyceae 4,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,,,
SoftAlgae,888871132,Aphanocapsa cf parasitica,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Diatom,888967945,Meridion circulare var constrictum,Diatom_2012,BN,NA,NA,NA,NA,high,NA,NM,NAHON,DO_75,FB,BM,NA,I,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Meridion
SoftAlgae,892366629,Microcystis firma,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis
SoftAlgae,894434705,Chlorella emersonii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella
SoftAlgae,894823649,Rivularia sp 1,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia
SoftAlgae,895334617,Batrachospermum boryanum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
SoftAlgae,895377805,Oocardium stratum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Oocardium 
Diatom,896031551,Staurosira construens var binodis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NAHON,DO_100,FB,OS,NA,ME,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
SoftAlgae,898315647,Botryosphaerella sudetica,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Chlorophyceae incertae sedis,Chlorophyceae familia incertae sedis,Botryosphaerella
Diatom,901001971,Gomphosphenia,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Gomphosphenia
SoftAlgae,901249889,Ankistrodesmus cf spiralis,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Ankistrodesmus
Diatom,901339109,Amphora sp 1 EPA JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Diatom,902293117,Achnanthidium minutissimum var affinis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium
Diatom,903260056,Cylindrotheca gracilis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_100,B,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca
Diatom,904543173,Aulacoseira crassipunctata,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
SoftAlgae,904796476,Mougeotia sp 6,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia
Diatom,908259762,Planothidium granum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NALON,DO_75,F,OS,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
Diatom,910019435,Gomphonema contraturris,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,910389078,Navicula harderi,Diatom_2012,BN,NA,NA,NA,NA,high,NA,MM,NA,NA,F,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,912138617,Monoraphidium minutum,SoftAlgae_2012,NA,No,high,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Monoraphidium
Diatom,912924609,Cyclotella meneghiniana,Diatom_2012,P,NA,NA,NA,NA,high,high,NM,NHHONF,DO_10,BF,AMPS,NA,E,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella
SoftAlgae,913455551,Strombomonas sp 1,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas
SoftAlgae,914166503,Oedogonium sp 1,SoftAlgae_2012,NA,No,NI,high,NRF,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium
Diatom,915445241,Stauroneis cf wislouchii SWAMP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Diatom,916181912,Surirella striatula,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,B,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
SoftAlgae,917707951,Scenedesmus bicaudatus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,918000355,Geissleria,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Geissleria
Diatom,918495353,Gomphonema sp 10 SCCWRP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,919351618,Amphora sp 1 SCCWRP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
Diatom,920019528,Cymbella helvetica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NALON,DO_100,FB,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,921471664,Scenedesmus balatonicus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,922437325,Gomphoneis sp 1 R6 JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis
SoftAlgae,922444934,Chaetophorales 1,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,,
Diatom,922671059,Amphora sp A SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora
SoftAlgae,923165317,Rivularia biasolettiana,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia
SoftAlgae,925621708,Scenedesmus dispar,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,927148106,Euglena variabilis,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
SoftAlgae,928561044,Staurodesmus dejectus var apiculatus,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus
Diatom,928715192,Navicula walkeri,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,931466644,Luticola muticoides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola
SoftAlgae,932749513,Gongrosira sp 3,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Gongrosira
SoftAlgae,933351153,Euglena sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
Diatom,933895257,Proschkinia bulnheimii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Proschkinia
SoftAlgae,935343586,Nostoc commune,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
SoftAlgae,935801983,Paulschulzia pseudovolvox,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Paulschulzia
SoftAlgae,938054244,Eudorina elegans,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Volvocales,Volvocaceae,Eudorina
SoftAlgae,938156821,Mougeotia cf calcarea,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia
SoftAlgae,939274444,Monoraphidium cf minutum,SoftAlgae_2012,NA,No,high,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Monoraphidium
Diatom,939943202,Tabularia cf fasciculata SWAMP,Diatom_2012,BN,NA,NA,NA,NA,high,NA,NM,NAHON,DO_50,B,AM,NA,E,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabularia
Diatom,940646003,Navicula cryptotenella,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NA,NA,FB,BM,NA,I,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,943894742,Neidium sp A SWAMP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
Diatom,946785314,Gomphonema angustatum,Diatom_2012,BN,NA,NA,NA,NA,high,high,NM,NALON,DO_100,FB,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,947172667,Staurosira punctiformis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Diatom,949917014,Nitzschia sp 3,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,952148571,Dichothrix orsiniana,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Diatom,955207288,Eunotia,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
SoftAlgae,962680544,Nostoc muscorum,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Diatom,963218630,Navicula bahusiensis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,963940580,Planothidium engelbrechtii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,B,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
SoftAlgae,965527089,Schizochlamys gelatinosa,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Schizochlamys 
SoftAlgae,967996127,Gloeotila sp 1,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Gloeotila
Diatom,970446773,Navicula rhynchotella,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,970724357,Chroodactylon ornatum,SoftAlgae_2012,NA,No,NI,NI,RF,NI,low,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Chroodactylon
Diatom,973581014,Encyonema lunatum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
SoftAlgae,978639161,Cosmarium cf angulosum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
SoftAlgae,980017743,Cosmarium biretum var trigibberum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Diatom,988069250,Navicula sp 5 CSU,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,988320441,Opephora pacifica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Opephora
Diatom,988511895,Planothidium,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
Diatom,989112486,Diploneis sp A SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
SoftAlgae,989319358,Micractinium cf pusillum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Micractinium
Diatom,989694162,Encyonema latum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Diatom,990482567,Navicula cf cryptocephala SCCWRP MCB,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NAHON,DO_50,FB,AM,NA,I,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,992381523,Scenedesmus granulatus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,993168156,Nitzschia amplectens,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,995994611,Navicula sp E SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,997497365,Calothrix cf marchica,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix
Diatom,998374213,Achnanthidium sp 1 SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium
SoftAlgae,998436627,Phormidium cf nigrum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
Diatom,998982100,Gomphonema americobtusatum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,1001459344,Gyrosigma,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma
SoftAlgae,1003283096,Scenedesmus intermedius,SoftAlgae_2012,NA,No,high,high,NI,NI,high,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,1004866355,Pinnularia nodosa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
Diatom,1010062889,Epithemia sp 1 SCCWRP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia
Diatom,1010295550,Nitzschia flexa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,OS,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,1011460314,Scenedesmus flavescens,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,1011582679,Scenedesmus disciformis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,1013553442,Cymbella lanceolata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
Diatom,1014615994,Nitzschia communis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NHHONO,DO_50,FB,AMPS,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,1014781553,Mougeotia sp 3,SoftAlgae_2012,NA,No,NI,NI,RF,NI,low,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia
SoftAlgae,1014789269,Aphanocapsa elachista,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
SoftAlgae,1015871175,Uronema confervicola,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Uronema
SoftAlgae,1017839587,Geitlerinema ionicum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Diatom,1018811766,Gomphonema sp H SWAMP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,1019019560,Eunotia paludosa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
Diatom,1021711764,Diploneis interrupta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
SoftAlgae,1021878063,Scenedesmus cf circumfusus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,1024590345,Nitzschia homburgiensis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,1026803951,Nitzschia dissipata,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_75,FB,BM,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,1028186338,Characiopsis cf longipes,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis
SoftAlgae,1028705049,Phacus caudatus,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus
Diatom,1029424029,Navicula sp 9 SCCWRP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
